#RA Dec weight
351.8394830533 0.2142316909 0.5271410942
351.5779268745 0.1057802798 0.5778284073
351.4084048709 0.0197848302 0.7605183125
351.4885090312 0.1643532050 0.4775902331
351.4596505261 -0.0752879666 0.4759998620
351.5696759221 0.2791584148 0.4412362278
351.7305314661 -0.0772226191 0.4401371777
351.7348992401 0.0157801166 0.3470835984
351.5119562235 0.3158174418 0.4848181009
351.4838404965 0.2822609936 0.5238073468
351.8145862932 0.3490609351 0.5406959057
351.6163156274 0.3556426318 0.3912327588
351.5668616128 0.1511767644 0.5256934166
351.4637198879 0.3034193406 0.5238073468
351.9994892985 -0.0238232834 0.5514850616
351.3993882154 0.2834496638 0.4420001805
351.6147826055 -0.0753403935 0.5370922089
351.9113164371 0.3291683564 0.3856099844
352.0307308317 0.1516159717 0.6241183281
351.6629991072 0.0844534661 0.5118375421
351.5185039356 0.2230641997 0.4309857488
351.9801012909 -0.0915782177 0.4478050470
351.6796168569 0.0458941372 0.5539177060
351.9872240380 0.1852480167 0.3856099844
351.9190321073 0.2607079181 0.0979902968
352.0136495997 0.0327901104 0.4080000520
351.4588599189 0.0155899058 0.4968824685
351.7787591794 0.1279637353 0.4547512531
351.6562749948 0.0106478888 0.5539177060
351.6510478499 -0.0424338648 0.5370922089
351.5430024862 0.1858892481 0.5256934166
351.4713500287 0.3062662601 0.5238073468
351.9316218244 0.3650823811 0.4213044047
351.9418387205 0.1121752266 0.4969426990
352.0754329517 0.2368973977 0.2116559893
351.5218834014 0.1147617978 0.4325315356
351.4378163299 0.2643384979 0.7424075603
351.5660983229 -0.0120612712 0.5019641519
351.7527628200 0.0351244527 0.3470835984
351.3773872112 -0.0208625615 0.4347541332
351.5666338375 0.0122666674 0.4007141590
351.6160678022 0.2934594381 0.4833517373
351.7145052710 0.1041647716 0.5370922089
351.3842513109 0.1230018864 0.4629229605
351.5953729832 0.3520538542 0.3839325905
351.8624551860 0.0138443999 0.4096723199
351.7343486526 0.0589526357 0.4547512531
351.4791663373 -0.0046454237 0.5534914732
351.4948568162 0.3704988171 0.3726921976
351.4674528467 0.2274353413 0.3652701974
352.0720708665 0.0850792608 0.5453337431
351.7575708000 -0.0048698683 0.4401371777
351.5946312859 0.3453432447 0.4833517373
351.3790215882 0.3326367489 0.4420001805
351.5289975947 0.0420050531 0.4759998620
351.9152875722 0.3308872969 0.4926708639
351.8018562732 0.1433441516 0.5217612386
352.0735487344 0.1654553750 0.8329055309
351.6983540793 0.2365720008 0.4909251034
351.8650366866 0.1006053670 0.4026317894
351.4095477434 -0.0712368468 0.4325315356
351.5603203356 0.1396733524 0.7018364668
351.5630234893 0.1819901702 0.4822132587
351.9866128792 0.1031390369 0.4816664755
351.7976873858 0.3043133381 0.5271410942
351.9243731028 0.2575296443 0.5311409831
351.5208016650 0.1453776918 0.6398108602
351.4676278204 0.0919597560 0.5446680188
351.4554989426 0.0460629376 0.5963026881
351.8636868699 0.1108144964 0.4026317894
351.7783272185 0.3762104475 0.4407410324
351.6869477909 -0.0726244305 0.3470835984
351.5483983519 0.3214548494 0.4412362278
351.7563590497 0.3599034061 0.0864000469
351.4285602238 -0.0084652701 0.5446680188
351.4315600204 0.0103641173 0.7478599548
351.7862772158 0.2660302001 0.3400002122
352.0720230078 0.0181736440 0.1096615568
351.5559774091 -0.0737679523 0.3984375298
351.6737907447 0.2687233872 0.4909251034
351.8642979185 0.0718929985 0.5067367554
352.0041941433 0.1691105536 0.4926708639
351.6589824140 -0.0076125660 0.5370922089
351.9923118221 0.2948357238 0.5274661779
351.3895828983 0.2823406142 0.4420001805
351.5515018199 -0.0947576123 0.3984375298
351.9434636606 0.1127903661 0.4969426990
351.4261778690 0.0237848160 0.6869951487
351.4073880147 0.3408156832 0.3652701974
351.9800581366 -0.0792916259 0.4478050470
351.4091503424 0.3337848605 0.3652701974
351.8842804640 0.3468096118 0.4956811965
351.9744562675 -0.0031894982 0.4080000520
351.5793532663 0.0890822805 0.5778284073
351.9457862846 0.0647878191 0.5152376890
351.5435503726 0.1197148109 0.5859137774
351.5769988423 -0.0464000736 0.5118375421
351.7011270025 0.3192948001 0.4995629787
351.7919446700 0.0876852964 0.5283372402
351.9566197732 0.1460142726 0.5420898199
351.9533293659 0.3351995333 0.5281367898
351.8399132582 0.1755228667 0.4520002604
351.7991709710 -0.0770008564 0.5119881630
352.0189853958 -0.0797499831 0.5453337431
351.9721833434 0.0765003901 0.4816664755
351.5497700834 0.3488333843 0.4960584939
351.5571653532 0.3377658010 0.4960584939
351.4355268775 -0.0909813927 0.1099138930
351.6606546992 0.1905838445 0.3839325905
351.3749754789 0.1578426761 0.1176368892
352.0789710866 0.1785286401 0.8329055309
351.6162686411 0.3624380307 0.3912327588
351.7892245217 0.1102741955 0.4589302242
351.6110331853 0.2847846766 0.3839325905
351.6345305349 0.0417212167 0.5118375421
351.7446000419 0.3035954055 0.5084689260
351.7625699161 0.2427439310 0.4220688939
351.7293676099 0.2534398174 0.4995629787
351.6244939985 -0.0421474448 0.5539177060
351.4842091327 0.0511914385 0.4325315356
351.5027282957 -0.0320169002 0.5778284073
351.4999642894 0.1382291937 0.6398108602
351.4919109646 0.3182689120 0.4822132587
351.9151019284 0.0838286103 0.5094993114
351.5291579210 0.0877356751 0.5859137774
351.3788210498 0.0415491063 0.4629229605
351.4368170626 0.1336194923 0.5074276328
351.4901214973 0.3114819691 0.5256934166
351.7490885525 0.1054743558 0.5118922591
351.8439212689 0.0936319632 0.5144783854
351.5573816773 0.1162469636 0.4759998620
351.6471997696 0.0669652845 0.5118375421
351.8114017778 0.3256546510 0.1089391708
351.9310654011 0.2452968454 0.4331506491
351.8255212706 -0.0256198992 0.5119881630
351.5204755164 0.0045146183 0.5778284073
351.7703476015 0.3080850034 0.4520002604
351.4975999343 0.3009400694 0.5256934166
352.0274663743 0.0113638280 0.8793436289
351.6091065368 0.2734290566 0.3839325905
351.6580498067 0.2565855789 0.4887968004
351.5006449775 0.3308043002 0.3726921976
351.9918935613 0.3281701935 0.5252288580
351.7315985903 0.1378881046 0.6491627097
351.4266982835 -0.0899253811 0.4325315356
351.7193542329 0.2571046387 0.1072551459
352.0212356954 0.0826221623 0.4080000520
351.6592080897 0.1297951004 0.3984375298
351.9061643301 0.1998296631 0.5387670398
351.8779487403 0.2428490836 0.4286958277
351.3905710249 0.1226991261 0.4629229605
351.9250270403 0.0340190412 0.3928377330
351.6512715160 0.1939286729 0.3839325905
351.5920625356 0.2347572472 0.4412362278
351.7767458117 0.2386822791 0.5084689260
351.9529014083 0.0701008301 0.5152376890
351.8853726527 0.1873442579 0.5496801734
351.9919752903 0.3098535218 0.6322897673
351.6509339259 0.3283715972 0.4909251034
351.8326517166 0.1633291501 0.4472553432
351.6146894970 0.0821294892 0.5019641519
351.8735302158 0.1333758054 0.6659164429
351.7288148187 0.2712738768 0.4995629787
351.7472432589 -0.0033699351 0.5283372402
351.9074102500 0.3611987084 0.3856099844
351.7366687584 0.1408246784 0.7066161633
351.8120282823 -0.0020524673 0.5067367554
351.7758001167 -0.0646864199 0.4026317894
351.4067688468 0.2390696701 0.7635883093
351.9925688789 0.0730832684 0.5853464603
351.8130734795 -0.0874731254 0.4096723199
351.6053244525 0.2575984597 0.4960584939
351.6683996430 0.0419344260 0.5539177060
351.6161918245 0.2173282774 0.5388002992
351.6663542028 0.0174496390 0.5539177060
351.7002846676 0.3621467812 0.4220688939
351.7796384994 0.2035706385 0.5084689260
351.4967798908 0.1755858655 0.3652701974
351.8626361451 -0.0097618342 0.5094993114
352.0251113166 0.1168852573 0.5303999782
351.4872143407 -0.0550235400 0.4759998620
351.4327433018 0.3507851173 0.5238073468
351.9084132308 0.0260420077 0.3928377330
351.7453946319 0.3607957509 0.3400002122
351.5056928641 0.1616680647 0.3652701974
351.8810864726 0.1965033186 0.5496801734
351.5852800590 0.3338814643 0.3839325905
351.7829568052 0.0488586967 0.4401371777
351.9949144528 -0.0950336633 0.5574666262
352.0367051772 0.1265471637 0.5796251297
351.7648072936 0.1504650465 0.3923078477
351.4105113127 -0.0172776039 0.5446680188
351.4743287063 0.1896449987 0.2051416337
351.3885686570 0.2220375977 0.4629229605
352.0760948934 -0.0117348117 0.1096615568
351.7296295682 0.3720711297 0.3400002122
351.9499561892 0.0542848079 0.5814934373
351.9999282778 -0.0536743474 0.4478050470
351.4103641839 0.2322933453 0.7635883093
351.8376337629 0.0487363966 0.4026317894
351.6175682982 0.0012736016 0.5118375421
352.0162854161 0.0963729348 0.5303999782
351.9800411521 0.3333247940 0.5274661779
351.6213414131 0.2580313007 0.3839325905
351.9743665483 0.0743071029 0.4816664755
351.7115073468 0.3688375386 0.1072551459
351.7863315438 0.0707125843 0.5283372402
351.8131158144 0.3187317832 0.5496801734
351.7284469573 -0.0721304948 0.4401371777
352.0388410148 -0.0186465886 0.8793436289
352.0750119107 0.1534586930 0.9399664402
351.6814425899 0.1871708327 0.4833517373
351.4117647797 0.2727983684 0.5076415539
351.5729371680 0.0713312332 0.1018285304
351.5237319122 0.0883752246 0.5534914732
351.8708192265 0.0912807259 0.5067367554
351.6845622927 0.2915852618 0.4917269945
351.4889371332 0.3626705643 0.3726921976
351.6598082981 0.1954590885 0.3839325905
351.5918812138 0.2594605925 0.0975640491
351.9915133075 0.2767056170 0.5281367898
352.0040586278 0.0441780622 0.4080000520
351.4785058353 0.1619786325 0.5348218083
351.8879485916 0.3510364030 0.4956811965
351.6442665916 0.2635631615 0.0994191393
351.4547559625 0.2883381215 0.4747912884
351.9037034900 0.3295399590 0.4956811965
351.7529931081 0.0320962207 0.3470835984
351.4408327650 0.0590198281 0.6869951487
351.4824947662 0.1580128684 0.5348218083
351.5958727886 0.0142797587 0.5002660751
351.7347461949 0.1061046214 0.4236921966
351.4026865290 0.1947979458 0.5763229728
351.9887739998 0.1697289376 0.3856099844
351.4375420003 -0.0369556563 0.4325315356
351.4898727463 0.2337771866 0.4747912884
352.0280241180 0.2769637821 0.8329055309
351.5639670573 0.1236452027 0.4759998620
352.0657574902 0.1944370545 0.4125002623
351.9963141670 -0.0283546985 0.5514850616
352.0308998927 -0.0299671370 0.8793436289
351.7844374885 -0.0917959148 0.1023158357
351.8776045889 0.2807371154 0.5420898199
351.5026655819 0.2125139811 0.4747912884
351.4353918452 -0.0912466357 0.1099138930
351.8554353510 -0.0738828573 0.3928377330
351.5929614165 0.1169213574 0.5216740966
351.8801137627 0.2001678228 0.1089391708
351.8472047381 0.1822848241 0.0864000469
352.0274593243 0.3577596985 0.4125002623
351.9275955396 0.0248216456 0.5152376890
351.6480873886 0.3414802677 0.7835406065
351.7720700771 0.3320223549 0.5271410942
352.0100681387 -0.0080128056 0.5514850616
351.4186637750 0.3224463732 0.3652701974
351.5259588842 0.1925134680 0.5238073468
351.8958598243 0.0308287636 0.4969426990
351.8115624435 0.0289706988 0.2141624540
351.5003260525 0.2851387856 0.5256934166
351.8317618976 -0.0707926722 0.8025100231
352.0361576871 0.3547230083 0.4125002623
351.4944759507 -0.0519547883 0.5778284073
352.0289471530 -0.0391203466 0.8793436289
351.7554011803 0.2860292549 0.5084689260
351.4396130835 0.3048833254 0.4747912884
352.0206662355 -0.0685508829 0.5453337431
351.4789482652 0.1762595111 0.5348218083
352.0232916177 0.3272082329 0.1068323925
351.9718142127 0.3260248285 0.1068323925
351.3926022536 0.3698596388 0.3652701974
351.6946254256 0.1128152182 0.5475000143
351.6237965265 0.0025664584 0.5118375421
351.8766986259 0.0301358612 0.4096723199
351.7799125952 -0.0435685688 0.4026317894
351.8228355186 0.1654598356 0.4472553432
351.6977907707 0.2477186216 0.4909251034
351.8360332914 0.1821179628 0.4520002604
351.8260649958 0.2816988272 0.5496801734
351.8892147035 0.0265119188 0.5094993114
351.5868110762 0.2507618044 0.4412362278
351.7091828991 0.1796015456 0.3912327588
351.4001692284 -0.0027285423 0.4347541332
351.3779912965 0.0941516751 0.4629229605
351.5617265580 0.0532513172 0.5778284073
351.7532107790 0.1235233311 0.5118922591
351.6879590287 0.2656972455 0.4909251034
351.9085666581 0.2801808640 0.5311409831
351.9270749471 0.0381175383 0.3928377330
352.0097528572 0.2007290934 0.5192946792
351.8647760868 -0.0175674124 0.5094993114
351.5280103157 0.0453498351 0.4759998620
351.7968774141 0.3316482273 0.5496801734
351.9068964662 0.0082679071 0.5152376890
352.0295984606 0.1345924827 0.6574122310
351.8915583825 0.0755363256 0.4096723199
351.7873977198 -0.0857638685 0.5119881630
351.4182627390 0.0538438170 0.7534888983
351.6289818181 0.1114423850 0.5019641519
351.6759260470 0.0938366308 0.5475000143
351.7144173704 0.2245430284 0.1991114914
351.8374953300 0.1776981587 0.3400002122
351.7344999509 0.3135004344 0.5084689260
351.7225954723 0.1502435858 0.3912327588
351.9091645301 0.0166477018 0.3928377330
351.4404502882 0.2683990907 0.6485183835
351.7953637449 -0.0922775475 0.5119881630
352.0538251116 -0.1005913672 0.1096615568
351.7357456564 0.3455309874 0.4472553432
351.6549967612 0.3694991145 0.3923078477
351.4395151318 -0.0040906691 0.4325315356
351.7494308618 0.2731601083 0.5084689260
351.7968340887 0.1098089897 0.2000466883
351.7594717373 0.0293401279 0.3470835984
351.9167570819 -0.0114402308 0.5814934373
351.5426222607 0.2936185631 0.4848181009
351.4180490301 0.2701212179 0.5895438790
351.7948518483 0.3079987441 0.5271410942
351.4631102493 -0.0275940785 0.5534914732
352.0364290000 0.3480449219 0.4125002623
351.4647843795 0.3679056483 0.1095210761
351.4099581054 -0.0088972693 0.4347541332
351.4563099004 0.2588337205 0.4372485578
351.4702181297 0.0511836812 0.4325315356
351.7355049139 -0.0555514443 0.4401371777
351.8194074280 0.3120623958 0.5496801734
351.9073025463 0.0153209099 0.3928377330
351.5613997013 0.2437665024 0.3726921976
351.5004829052 0.2290011379 0.4747912884
351.5862639721 0.2862664914 0.5388002992
351.8616340223 -0.0525181078 0.3928377330
351.6594309468 0.1325051124 0.3984375298
351.8534612932 0.3380561041 0.5420898199
351.3930218025 0.0092325476 0.6964194179
351.7082059653 0.3079684748 0.4995629787
351.6031610612 0.1156455775 0.4007141590
351.9165681703 0.0422251458 0.3928377330
351.9817787631 0.2082320314 0.4926708639
351.4740723244 0.0559612266 0.4325315356
352.0445558338 0.2461213024 0.8329055309
351.4822178825 0.3414065587 0.4822132587
352.0291863964 0.0384258109 0.6611465812
351.5687309482 0.2211313859 0.4848181009
351.7669935191 0.0692141443 0.4589302242
351.8184154779 0.0340811679 0.5144783854
351.4069314549 0.3709080680 0.3652701974
351.6564446013 0.1449339328 0.4960584939
351.4343278111 0.1102495391 0.6869951487
351.9811762393 0.0131069647 0.5303999782
351.8985555907 0.2892173176 0.5311409831
351.5110783689 0.0357624324 0.4759998620
351.6242194949 -0.0550235846 0.8699422479
351.4502680917 0.1078967008 0.6869951487
351.9436529469 0.1439727103 0.5420898199
351.8491963420 0.0509704100 0.5067367554
351.8345901003 0.1386386049 0.6304906607
351.6013758249 0.1154009713 0.5216740966
351.9049150393 0.0137818030 0.3928377330
351.4405496682 0.0232780554 0.7478599548
351.6566967634 0.0772523376 0.1134000048
351.7724556949 0.0800653380 0.1118466184
351.7866138553 -0.0208914037 0.5144783854
351.9646365705 -0.0978052720 0.1036800072
351.4285551372 0.2574195799 0.7424075603
351.6372200343 0.3232164693 0.3912327588
351.4984056623 0.1362888580 0.6398108602
351.9148125930 -0.0133364939 0.5814934373
351.9473960120 0.0935927091 0.3928377330
351.7342560083 0.1118457209 0.4236921966
351.6869723452 0.3170973559 0.4995629787
351.5999851009 0.2650275116 0.3839325905
351.9753319322 0.2024316964 0.3856099844
351.7546028698 0.1255686795 0.5118922591
351.6112078498 0.1694342623 0.5359438658
351.5010002844 -0.0954074978 0.4007141590
352.0090182226 0.0225004627 0.5217952132
351.3950536574 0.2810282933 0.4420001805
351.9450196925 0.1497500789 0.5420898199
351.8870174944 0.0052449321 0.4969426990
351.7143605173 0.0498732934 0.5118922591
351.4978980348 0.2874505403 0.5256934166
351.9606764070 -0.0865007416 0.1036800072
351.6527365030 0.3583291550 0.4917269945
351.5040270580 0.3011015705 0.4822132587
351.8582786080 0.1672384990 0.5271410942
351.6487675474 -0.0487938610 0.5370922089
351.4397842344 0.0208629860 0.7478599548
351.9576994316 0.0452766501 0.4816664755
351.6298995983 0.2258385433 0.4960584939
351.8215334186 -0.0427701098 0.5119881630
351.7596796749 0.0708646139 0.3470835984
351.7697766403 0.2141085631 0.5217612386
351.9076277927 -0.0002504056 0.5152376890
351.6726338141 -0.0441467754 0.5118922591
351.8469150786 0.1544647648 0.4520002604
351.8637999410 0.1022543876 0.4026317894
351.8068433189 -0.0470596631 0.5119881630
351.4770576081 0.3110298624 0.5256934166
352.0587817827 -0.0634091330 0.1096615568
351.6157441553 0.3157057879 0.4833517373
351.5314506928 0.0116032722 0.5778284073
351.8779384887 0.0681438373 0.5119881630
351.8143300659 0.1757016407 0.4472553432
351.4831963456 0.3182394661 0.5256934166
351.6200987628 0.3243768581 0.4887968004
351.5452853020 0.3553870964 0.1121259034
351.5261225036 0.2850728026 0.4848181009
352.0056019402 -0.0121804287 0.5514850616
351.6640690133 0.0938492290 0.3984375298
352.0373783174 0.2099044772 0.9399664402
351.7840618537 0.2474142022 0.4472553432
351.6290268602 0.0968841057 0.2030785382
351.4554583080 0.0324753059 0.5948328972
351.9059978184 0.0008652643 0.5152376890
351.8689303177 0.2962810190 0.5420898199
351.7512281961 0.2679871504 0.5084689260
352.0455201785 0.1819310819 0.8338046670
352.0026623819 -0.0203140654 0.5514850616
351.4810972593 0.1822639104 0.4775902331
351.3825782797 0.2309859441 0.4629229605
351.9373988125 0.2436645632 0.5311409831
351.5212126907 0.1649743577 0.4747912884
351.8687162684 0.1861209938 0.5496801734
351.6986588977 0.3319558382 0.5217612386
351.6817888621 0.2637595951 0.4909251034
352.0523428923 -0.0643925688 0.4315385520
351.4984864736 0.0766464496 0.4325315356
351.4808138561 0.0079818592 0.5534914732
351.6647628349 -0.0726211107 0.4547512531
351.7373210634 0.1798737475 0.4917269945
351.7739028739 0.2827651194 0.4472553432
351.4825328868 0.3658571439 0.3726921976
351.4537375376 0.2421298429 0.5368314981
351.5526473984 0.2479365808 0.3726921976
351.9608376345 -0.0218368206 0.5303999782
351.3763911823 0.3503117696 0.4420001805
351.7610118591 -0.0731662247 0.5144783854
351.8713099475 0.1007592391 0.5067367554
351.8932157182 0.2553317399 0.5420898199
351.5270089290 0.2807932244 0.3726921976
351.4547432539 0.0018504878 0.4968824685
351.4979439093 0.2811806689 0.5256934166
351.9437482633 0.1496136930 0.5420898199
351.5231176271 0.1013256521 0.5534914732
351.5110273472 0.2213461056 0.5238073468
351.4558718926 -0.0037812289 0.4325315356
351.9731490882 0.2019191988 0.3856099844
351.5116668320 0.3689406642 0.5359438658
351.9868400859 0.3731707876 0.2116559893
351.7324629292 -0.0030832762 0.4589302242
352.0228943767 -0.0425909395 0.8793436289
351.6230645514 0.2758880166 0.4833517373
351.5820932114 0.3541250917 0.3839325905
351.8408278131 0.0333372571 0.4026317894
351.5620801143 -0.0367796603 0.7991516590
351.9916303629 0.1451335252 0.4956811965
351.4832642090 0.3464395625 0.4822132587
351.4849192251 0.1051903694 0.2203925848
352.0613365504 0.0066869585 0.5453337431
351.6564327494 0.3617177703 0.3923078477
351.5113499316 0.3050988155 0.4822132587
351.7401755347 -0.0801057719 0.4401371777
351.7031388635 0.1933325564 0.3912327588
352.0642609164 0.1704616499 0.9399664402
352.0672513086 0.0013222732 0.1096615568
351.4073176716 0.0256921022 0.5763229728
351.4334091333 0.0227825827 0.6869951487
351.8868865358 0.3695894952 0.3856099844
351.7757002575 0.0598465829 0.5283372402
351.6797244814 -0.0494692933 0.4547512531
352.0294309254 0.0679260066 0.5217952132
351.8222239960 0.1111801530 0.4401371777
351.4081182514 0.2951386548 0.5348218083
351.7481485403 -0.0155273376 0.5283372402
351.9185628758 -0.0918921841 0.5303999782
351.6439019761 0.1121967246 0.5002660751
351.9018039043 0.2850189148 0.5311409831
351.7977579714 0.1615793228 0.5217612386
351.9100029269 0.1863292283 0.5387670398
351.8286489253 0.2403033386 0.5271410942
351.6494032060 0.3698660548 0.3923078477
351.5160877464 0.0008735463 0.4759998620
351.9650718485 -0.0650465566 0.5514850616
351.7390993115 -0.0209855121 0.5283372402
351.7959259969 0.1796538723 0.5084689260
351.8501395206 0.3121008338 0.5387670398
351.8577998624 0.1351398805 0.6057370901
351.6798910552 0.1826383765 0.4833517373
351.8476498237 0.2932851151 0.4286958277
352.0281019244 -0.0894287971 0.4315385520
351.9700935904 0.2326857700 0.4926708639
351.4517967109 0.0634665402 0.5963026881
351.8162804315 0.1100178183 0.4401371777
352.0654751517 0.0011661621 0.4315385520
351.7178769877 0.2434482371 0.3923078477
351.4154810072 0.0936399375 0.6120681167
351.8174684845 0.1389783755 0.7248100042
351.7794449696 0.1766500170 0.5217612386
351.8856335578 0.3541358337 0.4956811965
351.3728748779 0.1339232923 0.1176368892
351.9100671417 0.2999313579 0.4956811965
351.8627969431 0.3068497067 0.5420898199
351.3845097018 0.0044699163 0.6964194179
351.6434278553 0.1403291272 0.4412362278
351.8950425633 0.2255615551 0.5387670398
351.7313993223 0.2793156312 0.5217612386
352.0408894731 -0.0114045033 0.8793436289
351.8521291285 0.0031955744 0.4096723199
351.4657216959 0.0685097790 0.5446680188
351.4975024661 0.1800440810 0.3652701974
352.0046020865 0.3657749689 0.5193326473
351.4637790497 0.3186854710 0.5238073468
351.7124464805 0.2966626769 0.4995629787
351.8561350959 0.3318908647 0.5420898199
351.7367508031 0.1553374185 0.4909251034
351.7663843683 0.3170202100 0.4520002604
351.9884856901 0.1155440949 0.5814934373
351.8111210397 0.2503469788 0.4520002604
351.5789646652 -0.0643520451 0.5118375421
351.6006750213 0.1209467422 0.5216740966
351.6995843010 0.1125370796 0.5539177060
351.7244097092 0.3234178893 0.5084689260
351.7165321072 -0.0967291367 0.4401371777
351.9425056806 0.0819906278 0.1223999485
352.0125145455 0.2856903714 0.8329055309
351.5987484895 0.2459240985 0.4412362278
351.8062052584 -0.0308164742 0.4026317894
351.5694272366 0.3349250836 0.4960584939
352.0460801073 0.1865458728 0.2138932645
352.0183095526 0.2150662408 0.6329603791
352.0201903033 0.1576506700 0.5192946792
351.7967932114 0.1888475847 0.5084689260
351.7727481908 -0.0098734341 0.5424529910
351.6549849395 0.3594043150 0.3923078477
351.6742713663 0.3577384666 0.3923078477
351.5827880876 0.3299898101 0.3839325905
351.8828266347 0.0392179959 0.4096723199
351.8950796455 0.1598973446 0.5496801734
351.4252053877 0.0688040907 0.7534888983
351.6805017309 0.0460676152 0.5539177060
351.7538942186 0.3292321643 0.4520002604
351.6548027797 0.2000362458 0.3839325905
351.7302831721 0.3162850117 0.5084689260
351.6335520877 0.0463548680 0.5118375421
351.8893714724 0.0413589733 0.5094993114
352.0111936835 -0.0949269968 0.5453337431
351.8773502832 0.1262339758 0.5067367554
351.7341858632 -0.0536684247 0.4401371777
351.8219432110 0.0045507716 0.5067367554
351.3856424391 0.3116695411 0.4420001805
351.4918422336 0.2967191479 0.5256934166
351.3909397612 -0.0757013820 0.5430102348
351.4050941129 0.0819090809 0.5763229728
351.7209510033 -0.0112948130 0.3470835984
351.6287306904 0.3032771261 0.4887968004
352.0319888288 0.0401947174 0.6611465812
351.4546564411 0.1055323380 0.4988529980
351.4493696058 0.0565326545 0.7478599548
351.8463166881 0.1634051330 0.4520002604
351.7637407721 -0.0566784840 0.5144783854
351.5329032917 0.0000336201 0.5778284073
351.8193100312 -0.0637375837 0.4096723199
351.9566026211 0.3431791181 0.5281367898
351.7200035061 0.1080029004 0.5370922089
351.9983417337 0.0568460153 0.5303999782
351.6774678088 0.2731008174 0.4909251034
351.7749058407 -0.0376462415 0.5144783854
351.4206576220 0.1143161437 0.5638869405
351.9287204882 0.0291911426 0.5152376890
351.7933039161 0.0101819010 0.5424529910
351.6092981093 0.1718330515 0.5359438658
351.6949086206 -0.0445220156 0.3470835984
351.4631179278 -0.0157004966 0.5534914732
351.6711516523 0.1747757091 0.3839325905
351.4132606059 0.1925191376 0.6239103675
351.3942164077 0.2780334897 0.4420001805
351.8634047568 0.3155833728 0.5420898199
351.8938156895 0.1982923250 0.5406959057
352.0220614515 0.3551735181 0.4125002623
351.8100297777 0.2098995425 0.4472553432
351.8224498870 0.2671257489 0.4407410324
351.4993270717 -0.0519990137 0.5778284073
